# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF
2MASXJ10294837-3525077_Z_450px                    ,450,450,3.65351127,0.77781746,-0.00235943,0.10870814,212.50078504,225.50165348,213.1819169,226.67773617,216.56336324,226.7184945,216.18787633,227.33159388,14.24459052,9.95769899,42.23946587,3.29124168,12.26347643,1.27519507,28.14842635,216.05225841,226.17321727,1.47420995,18.3506787,2.80652115,0.60130903,53.60223758,5455.58935547,4.23680489,6.53669015,9.24910061,12.39727228,16.27009457,18.97662181,20.91443166,25.4837333,33.68286143,28.84564248,0.59090515,0.3160189,0.13185913,1.991E-05,0.34869625,0.02253638,0.92942177,0.08426028,4.71157699,0.01747462,0.39371649,0.73475912,-0.70564494,1.57574409,0.19340621,0.44242627,0.4508098,1.54138332,0
2MASXJ10295128-3509507_F378_450px                 ,450,450,3.74319322,0.77781746,-0.00027309,0.0084469,175.50118839,308.50016165,175.1444448,308.64047219,176.47341952,309.07193242,176.46300585,309.15393302,9.46623775,5.92424395,170.49507913,16.00077728,2.66699874,0.49999628,151.30411934,175.96784302,308.86030108,34.30948366,0.9999942,4.18822952,0.55561296,44.29834909,814.78973389,1.1843114,1.5389628,1.82903957,2.09904415,2.36947992,2.66122201,3.02156546,3.69231814,5.16339824,4.06829187,0.38007099,0.33828259,0.00122767,1.018E-05,0.93933422,0.02449328,0.43020745,0.01072972,9.4227394,0.02061994,0.53651216,0.75181517,-1.28969634,1.58321479,0.04597031,0.53359645,0.13318555,0.30610063,0
2MASXJ10295128-3509507_F395_450px                 ,450,450,3.69453178,0.77781746,0.00161786,0.01580119,175.5011175,308.50018274,174.91219222,308.65027374,176.51397717,309.06537685,174.87375937,309.1476106,10.16097199,5.56515003,173.44720212,17.02537063,2.47303999,0.50003845,180.27928337,175.99987492,308.56611844,56.51101866,1.37121757,6.72158113,0.04992764,88.97286772,801.42126465,1.08416534,1.36904036,1.66677976,1.98293455,2.32636255,2.71335632,3.18163691,3.82002969,4.87543244,3.85524792,0.44565049,0.32133574,0.0007657,1.898E-05,0.03103041,0.00091462,0.45487329,0.0043956,15.76423096,0,nan,0.76417327,-inf,1.57014753,0.03848391,0.44202604,0.50036429,0.28712031,64
2MASXJ10295128-3509507_F410_450px                 ,450,450,3.19127189,0.77781746,0.00581376,0.03201239,175.50112471,308.50006956,174.65075499,308.6368639,181.53917822,309.21144708,176.4795754,309.03028996,10.51560767,5.71526563,174.67850704,82.21324619,2.72122236,0.49991284,385.1313614,176.08108357,308.66335006,253.45952314,1.00232566,2.84868553,0.69527383,83.6134919,3399.29199219,1.05650771,1.35296618,1.66195482,1.98958789,2.34567405,2.74865069,3.24325086,3.96250699,5.64355418,4.72515859,0.4666831,0.38128503,0.00178679,9.27E-06,0.96942947,0.45879477,0.99010192,0.0193244,18.22800473,0.0197595,0.47260595,0.80991842,-1.33877614,1.57761562,0.06304182,0.40849849,0.15982719,0.77180682,64
2MASXJ10295128-3509507_F430_450px                 ,450,450,3.04065008,0.77781746,0.00489555,0.03400737,175.50109264,308.50013489,174.60557069,308.61880166,176.49809638,309.07749917,176.65172973,309.10101854,10.44369301,4.91540652,173.5290239,120.29895717,2.70447786,0.49981017,440.8324949,176.00006777,308.59094234,328.91623682,1.20605554,4.52536034,0.0876818,89.85104767,4239.56494141,1.02658099,1.2359724,1.50750662,1.90295895,2.53730529,3.13517997,3.57957308,4.12722762,5.53633784,4.65942473,0.52364965,0.33884986,0.00039012,7.72E-06,0.0166656,0.00054829,0.60798439,0.00825593,19.38758807,0.00530938,0.46224577,0.82745425,-inf,1.56625091,0.06102919,0.40372929,-0.78079001,1.60688676,72
2MASXJ10295128-3509507_F515_450px                 ,450,450,2.37451589,0.77781746,-0.00732594,0.034304,175.50101464,308.50006114,174.31735767,308.61115621,183.49282771,307.53187058,176.49877381,309.03713737,10.87833897,4.73855216,174.16609293,232.57430493,2.95614699,0.49815899,141.25211165,176.04201953,308.61152131,700.26855803,0.92699784,1.98590758,1.0411116,175.28137136,8887.10644531,1.6429511,2.08058747,2.43459139,2.75039342,3.04566792,3.33529765,3.64782412,4.06062007,5.58936856,4.7652542,0.29040638,0.2636802,0.00106306,3.81E-06,0.98414318,0.36212337,0.99765402,0.02248869,24.94849266,0.01448642,0.33630283,0.85732225,-1.13432143,1.5676381,0.06470828,0.28519909,-0.23194189,0.89766378,64
2MASXJ10295128-3509507_F660_450px                 ,450,450,2.22451074,0.77781746,-0.002628,0.29524204,175.50102601,308.50039751,174.0182742,308.76257179,184.72705281,307.76197616,176.49612958,309.07785283,11.81849547,5.72820057,175.03937265,100.64807369,3.52357735,0.49826529,48.43675106,175.98555468,308.45359938,196.6728972,2.02882689,0.45135405,1.15912211,179.682051,7923.89453125,1.88716629,2.87351079,3.4909671,4.11543497,4.93596697,5.55917594,6.49645051,7.46615681,9.1937941,5.65593303,0.41468427,0.27012253,0.00057745,3.7E-05,0.98644376,0.25159508,0.9979808,0.02535311,26.62251693,0.00732122,0.11079916,0.84861515,-0.30912157,1.5727668,0.07590165,0.46786431,-0.11975133,2.77077709,64
2MASXJ10295128-3509507_F861_450px                 ,450,450,2.07200159,0.77781746,-0.00174657,0.22482122,175.50086981,307.50210022,173.94747817,308.47624426,182.42307155,308.83531275,176.24537913,308.88946697,11.69690404,5.20018721,175.59037822,343.53170008,2.45082411,0.49472837,105.2155556,175.99236842,308.26773247,852.3747438,1.31964839,0.32274296,1.38924714,2.43169357,16609.90625,1,1.79613406,2.20764996,2.5629372,2.93219427,3.40065189,4.01880548,4.69506082,5.61818183,3.83555386,0.41730248,0.28240305,0.00063668,1.337E-05,0.97805901,0.18646702,0.99674052,0.02579108,47.80459218,0,nan,0.84455375,-inf,1.57204593,0.03224623,0.43866274,-0.18801365,1.42808187,64
2MASXJ10295128-3509507_G_450px                    ,450,450,2.8155576,0.77781746,0.00462622,0.58602452,175.50100146,307.5022682,174.34807331,308.54758858,182.31564568,309.15830286,176.56041654,308.95524347,10.76499249,4.68527353,174.07623131,850.75956045,2.68792889,0.58310375,31.70138103,175.96048734,308.33747599,2480.66195696,1.23171516,0.26382678,1.80935492,175.68422349,45823.0703125,1,1.42287962,2.04316922,2.47274061,2.90778986,3.48406818,4.14667041,4.73223291,5.53947667,3.98919649,0.52189795,0.27990572,0.00048971,1.267E-05,0.9761473,0.37875882,0.99382278,0.02311966,39.01180857,0,nan,0.85604299,-0.71519447,1.56827906,0.03852643,0.44058248,-0.21151238,0.71652707,64
2MASXJ10295128-3509507_I_450px                    ,450,450,2.33620775,0.77781746,-0.06548534,3.34832501,175.5009669,307.50043553,173.99178686,307.77273421,196.32106125,266.44679531,177.02336499,308.39149077,11.99348804,6.99404299,173.19767315,600.5029732,4.15047633,0.46363493,29.35451409,175.98950072,308.02154563,1708.81644018,0.97956269,0.16624263,3.11968441,179.71725963,77968.8671875,2.36622744,3.31062569,3.95238816,4.62840583,5.47930813,6.46923631,7.91987458,9.22110623,11.18051945,6.90090623,0.44487294,0.30973626,0.00218551,4.282E-05,0.97402968,0.21600217,0.99363283,0.077357,22.22242187,0.00614678,0.06876184,0.93425939,-0.2100774,1.57114047,0.08868931,0.25387145,-0.98703577,1.91466698,64
2MASXJ10295128-3509507_R_450px                    ,450,450,2.36967407,0.77781746,-0.03717924,3.0073452,175.50101222,307.50166441,174.07987895,308.31928584,185.38496584,308.36550146,176.73675932,308.76003716,11.70294154,6.21198616,173.94589377,791.99616558,3.75793673,0.46482564,65.63467701,175.99828043,308.12160878,1993.77871978,0.97052386,0.16658186,2.67187535,178.86987971,71213.8984375,1.82446382,2.70825134,3.48607967,4.17085343,4.853448,5.86644396,6.71998433,7.95352175,9.19435032,5.92789308,0.46787051,0.27747067,0.00121884,4.205E-05,0.98367413,0.28112137,0.99830844,0.01121008,27.65822681,0.00783617,0.08742353,0.9165443,-0.39750354,1.56672083,0.08551899,0.35120778,0.72350011,1.19021504,64
2MASXJ10295128-3509507_U_450px                    ,450,450,3.93972583,0.77781746,9.856E-05,0.0093191,175.50120274,308.50009795,174.95672654,308.55479502,178.14134754,306.24439868,176.56861557,309.192673,10.09326711,5.44038609,172.47792665,20.5061329,2.79138928,0.56697304,402.52213837,175.97131952,308.89098287,44.3670171,1.02733898,4.37546644,0.41347184,41.29453805,1014.46569824,1.14093477,1.4906825,1.84626531,2.2153884,2.60903632,3.04647046,3.56825479,4.29561135,6.07547528,5.17341757,0.45963983,0.36710013,0.00131849,9.04E-06,0.92986866,0.46396357,0.95551567,0.01539878,10.57747003,0.01929689,0.50514999,0.78735735,-1.29836344,1.56986561,0.05721299,0.50266477,0.62512173,0.72396354,64
2MASXJ10295128-3509507_Z_450px                    ,450,450,2.62817262,0.77781746,-0.02790785,2.03759217,175.50093981,307.50182218,173.94079986,308.33871745,185.79606215,308.18838307,176.5483085,308.71232325,12.07994304,6.60095637,174.90149699,562.71625998,3.66882137,0.47853519,108.8218544,176.02766134,308.39499871,1405.02079953,1.2215436,0.17472038,2.47016578,178.27480541,52822.7109375,2.16324152,3.18514251,3.77057963,4.34307597,5.13270807,6.31670807,7.08481017,8.18852376,9.63391798,6.31242862,0.41007675,0.27345638,0.00210698,3.843E-05,0.97952204,0.19132838,0.99883062,0.00986858,28.04676867,0.00518286,0.11229731,0.91472985,-inf,1.56803658,0.10861635,0.30658876,-0.32081113,1.73407507,64
2MASXJ10295767-2606054_F378_450px                 ,450,450,4.58615838,0.77781746,-0.00091873,0.01118906,236.50126819,308.50109815,237.02517996,309.08819475,237.32203027,309.54920995,237.59835148,309.79949792,3.62086597,3.10081573,59.79593095,0.2811719,2.82545674,0.57566823,15.02154156,236.9975011,309.02199129,0.33291302,1.00071034,3.43321194,0.99999884,56.19870388,34.19523239,1,1.06008089,1.29339012,1.54631932,1.82574838,2.14378491,2.52593512,3.05135116,4.10287129,3.48367076,0.45915319,0.35164697,0.04578149,0.00032216,0.04335856,0.0017012,0.86773983,0.02986144,22.58740987,0,nan,0.74820724,-inf,1.56886096,0.03984936,0.51965176,0.26413759,0.26753488,65
2MASXJ10295767-2606054_F395_450px                 ,450,450,4.55477954,0.77781746,-0.00130405,0.01716457,236.50068613,308.50192612,236.93531222,309.49887539,237.48363687,309.55330789,238.32360507,309.74067139,5.47793118,4.6249035,105.07957178,0.43492098,2.80031855,0.60370723,32.38056159,236.99605076,309.17215534,1.62299397,1.7595414,10.15871491,0.05633614,85.39060585,41.22634888,1,1.09567906,1.31243325,1.55650265,1.83900078,2.18098798,2.63296917,3.40959462,4.90838439,4.25540553,0.49301938,0.42635665,0.0144468,0.00040433,-0.00098108,0,0.89905792,0,25.55736751,0.00074012,0.8012003,0.62473166,-inf,1.56250905,0.05722692,0.43458799,-0.07628528,0.29198711,65
2MASXJ10295767-2606054_F410_450px                 ,450,450,3.93067893,0.77781746,-0.00102874,0.04163577,236.500951,308.50226947,237.01403495,309.56222239,237.29112855,309.53193457,237.3708766,309.84558973,5.00994753,4.07437702,53.60802301,1.64617865,2.82559607,0.62436689,21.47267089,236.94028754,309.05532082,1.27559818,0.99999999,20.99888023,0.99359845,73.32020746,186.95063782,1,1.03144364,1.22952985,1.45716318,1.72720749,2.06349205,2.51639253,3.19508613,4.34384866,3.69127273,0.49103707,0.40053017,0.03683772,0.0002194,0.05211772,0.00151799,0.80963027,0.05239269,31.90243187,0,nan,0.78234502,-inf,1.57313424,0.0433168,0.46586524,0.24555702,0.32926734,65
2MASXJ10295767-2606054_F430_450px                 ,450,450,3.52707802,0.77781746,-0.00162937,0.04434127,257.50101654,147.50150184,258.65649572,150.77107971,262.20946871,154.24650085,249.0650479,154.89466114,6.09344089,2.03074052,109.47582279,1.35639033,3.0000006,0.49999975,134.33472931,258.00006237,152.99971339,5.32893702,1.28125774,0.91212032,0.82771421,85.4776801,47.97069931,1.35813043,1.89190266,2.43557741,2.81812954,3.09367336,3.32005936,3.5305691,3.74192512,3.97162834,2.93046461,0.29619631,0.10849414,0.05761852,0.00089678,0.88961724,0.01823783,1.00016888,0.08733688,118.33438711,0,nan,0.73215699,-inf,1.57366329,0.02494272,0.55279085,-1.03613507,0.68581882,73
2MASXJ10295767-2606054_F515_450px                 ,450,450,2.87788269,0.77781746,-0.00103965,0.04434189,236.50119319,308.50165006,237.02475131,309.30456428,237.30383085,309.50273367,237.40410971,309.67985486,4.04017154,3.97099836,112.1576356,1.99747331,2.79430301,0.52141132,13.05145178,237.00313706,309.01395333,2.93336026,0.99998357,3.79216984,0.99819847,83.914886,464.46658325,1,1,1.07811008,1.21981884,1.38347558,1.57977293,1.83089955,2.19823351,2.99081851,2.63153326,0.34207382,0.33481856,0.00821561,9.311E-05,0.09059025,0.00443911,0.78179901,0.01721144,36.42486331,0,nan,0.77247785,-inf,1.56943731,0.03292887,0.4569635,0.36941548,0.50510475,73
2MASXJ10295767-2606054_F660_450px                 ,450,450,3.11106167,0.77781746,0.00018628,0.01374889,236.50103443,308.50160634,237.0003713,309.24758388,237.27325084,309.50839699,237.35193535,309.71558443,4.03110972,3.44300585,78.13853619,2.86753422,2.79532664,0.50001221,19.35805173,237.00264562,309.00450264,0.76728767,0.99999945,4.85019306,0.98705648,85.20413323,425.51815796,1,1,1.11495245,1.27935746,1.46887851,1.69529096,1.98209269,2.38824203,3.11958223,2.87824913,0.37807834,0.32711056,0.00307729,3.158E-05,0.08417889,0.00523607,0.80503666,0.0111357,31.18821969,0,nan,0.77529541,-inf,1.57262323,0.02137374,0.44512729,0.22046483,0.14768075,73
2MASXJ10295767-2606054_F861_450px                 ,450,450,3.21463807,0.77781746,0.00363428,0.04486575,236.50110764,308.50179905,237.02401433,309.21935677,237.29091012,309.45014231,237.37148707,309.82179791,3.51540642,3.07368363,90.72658222,5.27967991,2.77842115,0.50003725,20.43109567,236.94824584,309.03850537,11.16261651,0.99999429,4.44357682,0.97994014,81.2801693,779.74407959,1,1,1.1165552,1.28729336,1.48360327,1.71712617,2.01058527,2.41858321,3.11709396,2.92793643,0.38356103,0.32243211,0.00574339,5.623E-05,0.1681023,0.00801266,0.80195783,0.02888083,30.32422863,0,nan,0.77807569,-inf,1.57020308,0.02322382,0.4521685,0.19379116,0.14783004,73
2MASXJ10295767-2606054_G_450px                    ,450,450,3.27812027,0.77781746,-0.00109289,0.13881563,236.50123344,308.50168205,237.0174584,309.32274613,237.28460354,309.47115857,239.20477772,308.08424685,4.2666732,3.1468232,73.45807299,26.64716487,2.68728522,0.49999482,37.88273694,236.98632871,308.9966572,20.56216473,2.3640082,20.98855329,0.04965093,54.42786769,2674.19824219,1,1,1.16090973,1.35612442,1.57820605,1.83916306,2.16311883,2.61507639,3.66112456,3.43964894,0.41748438,0.3654508,0.00147288,4.96E-05,0.02459343,0.00037934,0.82432625,0.07142857,28.19657226,0,nan,0.75800999,-inf,1.57030211,0.03459541,0.29251288,0.38164748,0.54776008,64
2MASXJ10295767-2606054_I_450px                    ,450,450,2.63561843,0.77781746,0.00124202,0.10762651,236.50089543,308.50177405,236.92442738,309.29513874,237.25293829,309.45808474,237.283815,309.53177041,3.76841786,3.29379629,79.69866485,17.18426397,2.79577083,0.49999765,14.048736,236.91464996,309.0620287,35.56154376,1.11259459,20.99935509,0.79206793,125.42457465,3849.51586914,1,1,1.0830432,1.22551395,1.38860181,1.5815339,1.82237861,2.1558429,2.76443206,2.5216317,0.33361711,0.29902819,0.00185527,2.711E-05,0.15476248,0.0069639,0.82128073,0.01643773,35.6648789,0,nan,0.7633774,-inf,1.57048533,0.02762962,0.49604296,0.09591176,0.23720845,65
2MASXJ10295767-2606054_R_450px                    ,450,450,2.90054396,0.77781746,0.00095208,0.12197824,236.5009845,308.50162267,236.96952025,309.23155021,237.23568715,309.44792546,236.96952025,301.50076145,3.53221786,3.50891871,19.97683528,15.60129299,2.82509279,0.5,11.35535554,236.99647138,309.01433701,48.71441883,2.13484453,14.45372008,0.05367512,55.98360441,4180.63330078,1,1,1,1.11054717,1.31035719,1.54479862,1.83340751,2.22166762,2.87128353,2.5428969,0.34667909,0.34068638,0.00052418,2.755E-05,0.01663042,0.0002975,0.80162744,0,34.10927907,0,nan,0.73749688,-inf,1.56990712,0.03532622,0.19623603,0.38891648,0.38942575,73
2MASXJ10295767-2606054_U_450px                    ,450,450,5.23919168,0.77781746,-0.00116839,0.01429346,236.50051407,308.50143939,236.65511605,309.17708467,237.30944352,309.46657154,237.34214142,309.95690008,4.79258327,4.06335369,62.45977011,0.19223242,3.73936159,0.50000758,11.23814554,236.93793273,309.47071969,0.99849392,1.48551496,2.53272389,0.99928932,111.91054157,53.64541245,1,1,1.16256646,1.47490498,1.81505817,2.19753744,2.65417291,3.29193938,4.43195412,3.70683301,0.51745183,0.38770471,0.04261289,0.00026263,0.12142957,0.00456977,0.89743952,0.01873602,18.69811026,0,nan,0.76474957,-inf,1.57231296,0.04664271,0.50742586,0.44943814,0.1545362,73
2MASXJ10295767-2606054_Z_450px                    ,450,450,3.04739505,0.77781746,0.00484542,0.0935681,236.50099322,308.50199607,236.98678877,309.3682763,237.49673659,309.43384595,236.98678877,309.3682763,4.0123327,3.51108155,77.85942401,13.87908014,2.78792321,0.50000388,18.41991028,236.99911525,309.1576563,163.19553547,1.58194195,8.86093419,0.04996761,82.96635082,2270.94677734,1,1,1.10645031,1.25411409,1.42405481,1.62672723,1.88321439,2.24842982,2.96204027,2.86455803,0.35187934,0.31806425,0.0005921,3.923E-05,0.06491687,0.00034545,0.83179883,0,34.67188384,0,nan,0.49741546,-inf,1.57031512,0.03687077,0.30376397,0.24512306,0.34603966,65
2MASXJ10320651-2627531_F515_450px                 ,450,450,2.87788269,0.77781746,-0.00257939,0.04324066,236.50047537,227.50063737,236.24223159,228.59644142,236.44231403,229.68831051,236.71608012,229.11384441,7.76023494,5.55671656,168.0742803,0.26350424,8.31426924,0.69598139,7.38276193,236.31702971,228.58618906,0.26839704,8.4250211,0.83581212,0.66835789,158.10366287,137.23043823,2.81183167,4.27302602,5.79162561,7.15662114,8.46581514,9.56888767,10.95794405,13.38752195,17.08835156,16.77911999,0.49596466,0.30503139,0.49841422,0.00031476,0.2423712,0.00637243,0.99981967,0.27671835,6.70966377,0.00177837,0.67784588,0.70282975,-inf,1.58278844,0.21344992,0.65177378,0.05436981,1.2916133,0
2MASXJ10320651-2627531_F660_450px                 ,450,450,3.11106167,0.77781746,2.492E-05,0.01339444,236.50087768,227.50190912,236.39971563,228.72812073,236.16970567,229.78650283,237.1031185,230.16760578,8.41144873,5.86419717,170.88419074,0.28874666,8.18743802,0.7532759,12.61823331,235.96570391,228.94469594,0.28089301,8.53010069,1.00008584,0.64644432,163.13776528,153.59225464,2.68723027,4.30768851,5.82316161,7.06137079,8.42823026,9.70602464,11.33479068,13.8976238,18.27346705,16.78081295,0.50869626,0.33608456,0.1902603,8.712E-05,0.16533076,0.00936092,0.99891727,0.11663786,7.33204914,0.00240475,0.47178816,0.75281546,-inf,1.57754089,0.11706227,0.58361446,0.19881816,1.10143092,0
2MASXJ10320651-2627531_F861_450px                 ,450,450,3.21463807,0.77781746,-0.00847851,0.04325693,236.50024552,227.50194727,236.15506616,228.78912696,236.32137389,229.72816073,236.09764803,230.19631467,8.1379838,6.16301065,171.38731816,0.53968549,8.24641947,0.99350111,8.73918877,235.99999993,228.99999911,0.51260938,8.91883545,1.29009703,0.66001649,165.43889768,340.51858521,2.48266335,4.05679967,5.39951699,6.82963507,8.3131436,9.63070168,11.36931686,14.18735399,19.19137697,16.37025837,0.54371784,0.36334085,0.2641499,0.00012691,0.13823915,0.00686933,0.99833232,0.169542,8.14073358,0.00225769,0.5171859,0.72843079,-inf,1.57342615,0.12075821,0.61415322,0.40254143,1.14360929,0
2MASXJ10320651-2627531_G_450px                    ,450,450,3.27812027,0.77781746,-0.01024834,0.13665691,236.50180414,227.50175217,237.72633059,228.02937028,236.27582167,229.79373543,237.77885835,228.93387588,11.93658943,7.20332261,154.44023189,1.59606779,8.75612835,0.60150566,237.70410683,236.32136286,228.58320562,1.51469734,8.35761291,0.79558977,0.66601871,154.89933195,788.39215088,3.37673915,5.17817389,6.82710992,7.92344075,9.12083648,10.86066468,13.20101534,16.51362041,21.90783587,19.82906587,0.50366567,0.38056481,0.43843624,0.00017319,0.18378255,0.0074472,0.9996759,0.30115165,6.72426472,0.00180379,0.55887972,0.75190716,-inf,1.57694349,0.17460154,0.57209767,-0.01106977,1.91042493,0
