,# rootname919                                     ,Mo,No,psffwhm,asecpix,skybg,skybgstd,x0peak,y0peak,x0col,y0col,x0A1fit,y0A1fit,x0A3fit,y0A3fit,a,b,PAdeg,InFit1D,RnFit1D,nFit1D,xsin,x0Fit2D,y0Fit2D,InFit2D,RnFit2D,nFit2D,qFit2D,PAFit2D,LT,R10,R20,R30,R40,R50,R60,R70,R80,R90,Rp,C1,C2,BGmedian,A_e,A0,A1,A2,A3,A4,S1,S3,G,M20,psi,sigma_psi,H,IRkurvmedian,IRkurvmad,QF,JClass
458,LEDA74618_R_450px                                 ,450,450,3.61623718,0.77781746,-0.00468111,0.1534072,223.50079329,160.50045403,229.3143968,169.64698329,225.24016134,194.1481413,251.36804739,167.0577276,26.53284256,10.89250037,59.47108438,2.48341089,19.00000107,0.4999614,39.80172892,224.00009263,160.63847051,35.54236332,6.18535975,21.00028631,0.03023039,90.02309552,13413.39648438,9.18149396,9.98625716,10.36120222,10.67652355,11.00120967,11.399965,11.92121952,12.5748938,13.774243,10.52476512,0.10010158,0.0976273,0.0014557,1.117E-05,0.99574056,0.08792081,0.99832184,0.05445264,102.9738638,0.00433378,0.46602021,0.92072253,-inf,1.57051933,0.19338686,0.24170013,-0.23492272,0.65035175,72,0
469,LEDA74792_R_450px                                 ,450,450,5.43930855,0.77781746,-0.00878396,0.17346674,289.50159438,283.50127865,284.0078626,274.43586762,311.53284579,258.92311929,283.31559741,292.33696289,38.19310656,14.1316371,82.11085435,1.09647829,18.97382849,0.49999867,30.86632155,294.64054554,280.30027461,7.37390477,6.37793001,0.83953528,0.95165249,47.58658375,15712.46972656,20.16135073,22.85558724,23.53358786,25.24501359,25.62114884,26.06235951,28.43716116,28.89028815,31.02969299,17.92757632,0.10175949,0.08317888,0.03288031,1.101E-05,0.96884262,0.1598836,1.00045031,0.1736646,59.12751552,0.01859475,0.46504946,0.81018607,-0.04797983,1.57596734,0.25047893,0.11003523,-0.04518329,5.4390601,80,0
475,LEDA74873_R_450px                                 ,450,450,5.43930855,0.77781746,-0.00394244,0.1651113,225.49997496,224.5001126,225.50567576,224.7005958,226.40863722,225.47821716,230.10782,228.62585497,8.97597232,8.15475829,59.68980124,0.2495423,21.7919552,1.14392451,12.02893894,225.45079079,225.26061722,0.17937005,25.93221699,1.55684862,0.90212575,70.31176569,1532.32653809,6.9915189,10.97997594,14.88627778,19.51848761,25.2504923,31.86304575,40.28974421,52.49165574,58.22561269,44.26032144,0.67948888,0.36284422,0.83109255,0.0001077,0.33690075,0.00556771,1.00050156,0.61392743,0.45314681,0.0018157,0.40241452,0.58873927,-inf,1.56555461,0.47453178,0.77131073,-0.09463011,2.64021354,0,0
481,LEDA74896_R_450px                                 ,450,450,6.06943091,0.77781746,-0.00152337,0.11318488,229.50056082,226.50014205,233.93064221,223.14771554,228.4638159,228.10649363,233.81151908,221.34077083,23.32572919,12.15957931,137.53186223,0.34611345,26.50503806,0.82339468,16.84169454,227.93278759,227.57570368,0.29404105,23.95190771,1.35220585,0.62758528,129.33592567,1497.02636719,9.39617091,14.17101121,18.588223,23.43753394,29.12383767,35.33111983,42.38497638,47.17401714,61.16009835,54.64081694,0.52230202,0.32221957,0.77237868,7.559E-05,0.25085771,0.02204043,0.99949713,0.522297,10.16744021,0.00842766,0.48023359,0.66293109,0.28889093,1.59738917,0.4413121,0.74983827,-0.18105207,5.38931631,64,0
492,LEDA74983_R_450px                                 ,450,450,6.06943091,0.77781746,0.01144802,0.22869813,227.50035238,227.50071748,228.08393981,227.97832071,225.92768843,227.57106934,231.03479978,224.62113251,15.61806895,11.45571923,5.88645403,0.23200855,34.81206817,1.37240211,65.2071282,227.38085434,227.7143552,0.1021022,64.12150742,2.25290936,0.56959838,9.59034389,4444.08398438,13.10136879,22.19005104,33.04813835,48.16794109,70.66535846,97.40097127,122.14888488,125.52286483,137.69722202,74.79191081,0.75256454,0.28971861,0.78978562,5.146E-05,0.21482563,0.00574134,1.0006841,0.77661174,1.00827504,0.0013489,0.2383333,0.60877095,-inf,1.58393249,0.35841091,0.75104378,0.4252099,3.56082865,0,0
501,MCG-06-08-024_R_450px                             ,450,450,3.8523013,0.77781746,-0.00612791,0.15045802,216.50135546,266.50116785,204.75403446,241.47711443,226.06964062,225.41408791,225.3700024,232.73141638,40.50244893,25.10218713,24.82631929,0.35803747,62.82023038,0.49999746,35.51626691,225.25690813,224.27222484,0.8859394,23.19169511,4.50839433,0.79165638,56.25266217,14502.00390625,33.8045165,40.88434406,45.5476558,46.65492146,48.55317411,51.382982,66.28912748,76.44917948,78.2884366,63.25484818,0.27181579,0.20747999,0.32066716,1.037E-05,0.67933284,0.09467702,0.96903082,0.45697395,43.70292398,0.02967037,0.46320461,0.69333794,-0.68085195,1.55493248,0.42782136,0.62074466,0.21443309,5.16679949,64,0
509,MCG-06-08-025_R_450px                             ,450,450,3.61623718,0.77781746,0.00234127,0.15721087,225.50068611,224.50070597,249.01049464,226.60207002,226.37312361,225.59695525,231.38304935,229.7239172,43.61533889,18.77215924,7.35026039,0.85223549,48.06849297,0.49999421,71.64588576,225.89537168,225.07414262,0.69420254,30.70736349,2.23701662,0.80354784,44.18955838,10074.34960938,22.00706529,28.37117237,36.17481884,46.46778813,59.5266857,67.25085159,68.58041365,74.90278978,101.5810937,81.31601091,0.42162071,0.23210118,0.57932148,1.56E-05,0.39589437,0.06274898,0.50826632,0.53536701,29.02692097,0.06138043,0.51953054,0.74597211,-1.72579039,1.58704563,0.41886603,0.45083843,0.89417439,3.21641366,64,0
520,MCG-06-08-027_R_450px                             ,450,450,3.8523013,0.77781746,0.00504174,0.15959643,224.5005531,220.50075122,224.3807626,219.38079574,226.18501274,225.11038637,226.76223341,223.56022655,24.57841225,17.30045952,79.4192296,1.00835728,27.22949896,1.15858613,35.10153934,225.71525429,224.55001733,0.47315723,37.08391169,2.18762177,0.789901,82.35377884,8277.38574219,9.25929245,15.01155082,21.24607153,28.24124231,34.25438536,38.37582327,48.72753412,64.00939645,89.70637895,66.95008282,0.62981817,0.41810715,0.55994149,1.928E-05,0.2362592,0.01738817,0.99550417,0.3891385,1.68236336,0.01286441,0.38208284,0.69072135,-1.0517798,1.58194517,0.26147919,0.53111836,0.98080691,2.58602816,0,0
531,MCG-06-09-008_R_450px                             ,450,450,3.5782773,0.77781746,0.00038306,0.17432991,225.50077735,225.50020626,226.22969044,226.00521871,226.33296231,226.12021965,226.77221061,228.70639247,18.04044843,17.13749443,42.88880919,2.20860794,15.15746172,1.84275857,16.25437107,225.83479685,225.59760027,1.55821562,17.75197312,2.33242129,1.00090796,171.89649315,8214.79492188,4.00011556,6.61999406,9.53460406,13.03279464,17.58472197,23.0647404,29.72322333,38.6215444,52.34854909,42.58552113,0.76597204,0.47376914,0.38457802,2.122E-05,0.08238578,0.00809538,0.72141228,0.24791474,2.08231532,0.02296541,0.49515817,0.7402091,-1.99415454,1.56828697,0.22446056,0.45420224,0.82326906,1.91166563,0,0
543,NGC1326_R_450px                                   ,450,450,5.36516391,0.77781746,0.21201418,0.24723482,226.50027263,226.50143353,226.74692462,227.2726565,227.24171756,227.91146288,228.7521295,227.67675214,23.52045156,18.09434401,110.92780578,27.38134905,19.1443752,1.77188844,299.22481902,226.79779793,227.33125188,9.69624145,28.74991384,3.22013362,1.08135373,63.06249646,175309.890625,6.24411656,10.66958705,16.84500504,25.65562159,36.74446189,49.80113732,63.67284712,83.26045856,114.39110805,83.56998169,0.89229119,0.49320038,0.10022561,1.41E-06,0.06580565,0.04096396,0.18103833,0.04020238,0.96889447,0.06827933,0.16281091,0.74998408,-2.72096333,1.5657703,0.31212351,0.18221486,0.46510858,1.02001539,0,0
555,NGC1336_R_450px                                   ,450,450,5.36516391,0.77781746,0.05804447,0.19960253,226.50097128,225.50061158,226.12157683,226.11275931,226.36284954,226.88932384,225.80976486,226.83246281,23.98130651,20.02018178,117.88565443,0.1341213,151.79924282,6.75905902,5.99162364,225.78975135,226.47058345,0.14776825,130.9513758,6.83056004,0.89283346,112.35822844,37733.765625,6.09269531,12.79278915,20.14418127,28.22266244,39.4742998,53.0335767,70.66680973,89.78220097,126.24114107,94.33999023,0.84622501,0.50488648,0.39631578,5.29E-06,0.22816984,0.03731101,0.17871586,0.24755443,0.76339206,0.1004563,0.38703369,0.75403029,-2.75947801,1.57558414,0.24721284,0.19483559,0.94022308,1.16959906,0,0
567,NGC1369_ESO358-34_R_450px                         ,450,450,5.43930855,0.77781746,0.03571591,0.18209235,225.50033339,225.50028548,225.79323862,225.49380816,226.08655292,226.34390087,225.75199489,222.64743071,28.33252247,21.78067458,112.30304514,0.0190681,151.99996676,35.14928976,335.80899581,225.51074701,225.58896062,0.0043058,372.67285689,20.83187351,0.8410238,91.74039353,24056.84570312,9.952619,20.35248213,30.16578874,38.93703085,46.8742237,54.5558806,63.85519724,76.18693175,95.04095815,93.78996443,0.5732631,0.30697672,0.48217789,7.57E-06,0.09916349,0.00989787,0.75318747,0.29897032,0.31237546,0.05331699,0.37886803,0.73767543,-1.80654364,1.57639951,0.31185486,0.41499015,0.51116638,1.55413231,40,0
579,NGC1381_R_450px                                   ,450,450,3.5782773,0.77781746,0.03515233,0.18057886,224.50153603,225.50006275,225.64578655,225.486099,225.79420259,226.17980153,226.28626885,226.29868055,38.05430916,13.91920617,48.22362654,14.23294916,31.01638635,2.17043667,8.91824727,225.29276278,225.68501245,6.66573989,36.70050478,3.57665399,0.5551563,48.96080288,85420.6015625,6.60447569,11.70222936,17.42429003,23.84812038,31.36206262,40.49206971,52.04597731,67.66309592,91.24352333,76.93736798,0.76208326,0.46379743,0.07959794,2.11E-06,0.03380095,0.01553582,0.3687196,0.07059409,1.4873601,0.12630253,0.10566684,0.82473499,-2.61379542,1.56913497,0.41264514,0.21395743,0.54949958,0.36652839,0,0
590,NGC1396_R_450px                                   ,450,450,3.5782773,0.77781746,0.18285884,0.20618893,225.50011131,224.50173726,225.75646421,225.50586371,226.57947365,226.09488921,223.25329745,225.440454,5.95509378,4.83340056,1.84682645,1.19292869,19.15721835,1.29061409,11.66721316,226.13190093,225.59053773,0.96616125,24.42543008,1.58708777,0.62057192,1.60464792,5250.95703125,5.77933316,9.317536,12.92245761,16.9318991,21.61194096,27.42581817,35.15050193,45.87586587,64.25664458,45.7066629,0.69228319,0.47322427,0.50213139,3.926E-05,0.06882514,0,0.93527219,0.36179472,2.26735719,0.00959441,0.4743337,0.67775472,-1.29429943,1.58092661,0.17174834,0.61669377,0.59617732,1.65274286,0,0
601,NGC1399_R_450px                                   ,450,450,3.5782773,0.77781746,0.89824939,0.34610477,227.50000109,227.50057896,227.54991677,228.03487285,227.99323709,227.32451107,228.28557291,226.24607014,22.74673818,22.01378911,32.93324341,20.76573087,30.6738547,2.03111821,50.87053935,227.47984479,226.84826707,14.17328208,40.18136827,2.40736708,0.89156142,22.37328947,373967.6875,8.04381983,14.277404,21.57841151,30.16408882,39.02366618,52.75955787,70.41192604,93.01489963,124.03601511,109.43520833,0.81390327,0.50221974,0.08323748,9.3E-07,0.06853644,0.01469248,0.02568531,0.02096958,0.49035451,0.06295781,0.11557737,0.7711034,-2.56968261,1.57346056,0.09030351,0.28208564,0.19578409,1.15954657,0,0
613,NGC1404_R_450px                                   ,450,450,5.43930855,0.77781746,0.38903418,2.49661326,225.50016549,226.50003522,214.53873144,218.95087186,226.04478721,226.98000322,223.73924933,224.74024303,37.17201131,20.21018345,36.59452739,56.36111378,26.30913674,0.49872501,157552181193.936,225.47407712,226.41036502,17.63739841,34.83963548,2.62973263,0.84002463,67.93547098,339347.5,13.86598865,19.94332521,27.26809668,36.59099681,49.06358671,64.88378578,72.30555206,84.81559143,117.52166832,88.98843698,0.62867812,0.37935865,0.04690265,7.36E-06,0.24675528,0.03847951,0.78904439,0.02721186,14.95644235,0.05037362,0.08079554,0.76789482,-2.26169804,1.57237074,0.27859849,0.2338135,0.61145886,0.60957963,64,0
625,NGC1419_R_450px                                   ,450,450,5.90800464,0.77781746,-0.00081043,0.10135496,225.50095356,224.50150626,226.05987502,225.22797884,226.50877426,225.76562483,226.56699107,225.70214441,18.63021202,17.48042904,130.66043127,7.18053612,15.04287817,3.00082829,1.46283952,226.02509291,225.32902073,5.67212043,15.96978666,3.51865246,1.00317101,152.81574944,26108.22070312,2.82840249,4.81878867,7.05061464,9.77128133,12.9817872,17.05991848,22.37487162,29.78710835,41.35693959,30.70495717,0.79109046,0.50321391,0.05319932,3.88E-06,0.03304718,0.00791517,0.14738711,0.02927478,2.98518583,0.03178904,0.41892979,0.72727119,-2.21058372,1.5679575,0.19061267,0.31021198,0.79438977,0.41597068,0,0
637,NGC1427_R_450px                                   ,450,450,4.75202153,0.77781746,0.17551282,0.16631362,225.50043144,225.50082881,225.74093199,225.91817071,226.15006089,226.81910738,232.79892022,225.30750716,25.95410956,19.81598057,167.88659113,0.52016161,144.4217649,6.8644278,9.41768997,225.65963756,226.35566763,0.65427763,127.97681338,6.46780073,0.70425454,169.37372544,142553.734375,7.07715693,14.97112684,24.83021674,36.41821892,50.99075526,69.87198687,96.98123782,149.61371373,182.49640626,99.06451157,0.99971691,0.55376287,0.08491648,1.17E-06,0.36222136,0.04305567,0.0985496,0.1006735,0.48622772,0.09559477,0.2248979,0.75266667,-2.74746912,1.57489117,0.15936775,0.161084,0.8527595,1.01007672,0,0
649,NGC1428_R_450px                                   ,450,450,4.75202153,0.77781746,0.00452858,0.124986,225.50099719,221.50173204,246.13244485,226.48435443,228.35044805,220.45138582,234.82462156,223.05171298,38.85010411,13.61675331,8.11925109,5.19650564,38.45415214,0.49984224,55.94866108,227.65259417,220.31117186,5.23196155,20.44374941,1.75487525,0.71838894,23.56327309,41949.09375,19.56326616,22.93023616,27.60222702,38.02918369,45.65469083,47.01676012,48.42174275,55.26066769,80.27110737,56.56542149,0.3820076,0.24507385,0.08047919,2.98E-06,0.9931757,0.19953088,0.15930328,0.13767352,37.52219638,0.06852919,0.26423787,0.79226785,-1.36729261,1.57713532,0.33825221,0.38746365,1.45630913,2.48102049,64,0
9,2dFGRSTGS471Z004_R_450px                          ,450,450,3.48278782,0.77781746,-0.00975434,0.14163612,226.50027872,229.50021743,226.51505965,229.29195459,225.53436917,231.96813026,230.35753817,227.51139163,17.80167901,13.04396045,141.29773351,0.38371639,21.51134685,0.49999994,75.29487206,226.28751207,230.00071057,0.38425165,21.51184329,0.52386241,0.72277302,139.62866606,1336.89025879,9.13096618,13.34057556,16.91190961,19.96169721,23.1828406,27.25349987,32.26938032,42.55936121,56.56537444,37.41241573,0.50382053,0.38738402,0.760195,0.00010593,0.2088749,0.02781026,0.91376882,0.46302472,0.55806793,0.01092763,0.65179908,0.60176195,-0.48517814,1.59989836,0.52433879,0.8504492,-0.00010083,4.63165356,0,3
20,2MASXJ03150668-3343490_R_450px                    ,450,450,6.18226999,0.77781746,-0.00471345,0.1366971,233.5007768,230.5002639,251.15061694,249.9977473,234.38918253,231.06068985,235.76813647,230.65149013,47.47689801,16.78579447,50.15921991,0.541684,60.38970594,0.49999443,45.75560972,234.5845443,230.35188639,1.63740193,16.76587042,1.03816012,1.00136153,59.83167088,7958.49560547,25.79527915,30.73125402,38.16645386,47.13461581,58.45667951,73.16769297,82.31868486,84.1988068,100.94750976,89.95959065,0.43772565,0.23726147,0.74609495,1.717E-05,0.58986091,0.1231238,0.12635121,0.80250533,29.23489888,0.13300706,0.3729593,0.80432923,-1.36214078,1.57311862,0.54281026,0.52627286,0.56024483,4.219059,64,0
32,2MASXJ03235400-3730449_R_450px                    ,450,450,4.88064179,0.77781746,0.00667527,0.20486577,196.50055457,215.50101798,206.89583607,226.17874253,197.62001777,221.2478057,202.26625107,223.17281341,41.06938434,23.72178996,42.74815516,1.31094676,45.59875026,0.49999423,137.38619503,196.26377553,215.9691121,1.48691134,30.81932395,0.67780237,1.00091222,26.21995807,16996.11328125,20.1441695,28.05485905,34.75745374,42.18495156,50.60398034,61.16647372,76.09007282,99.21118355,109.15217424,109.61325863,0.54855254,0.33384771,0.71101212,1.205E-05,0.32948411,0.25236872,0.52502357,0.57386517,13.59525665,0.1710101,0.41664918,0.77827516,-0.22145271,1.58378211,0.47963831,0.22453964,0.8108506,2.94973976,64,3
44,2MASXJ03325811-3531462_R_450px                    ,450,450,3.8523013,0.77781746,-0.00255816,0.15837063,201.50039891,217.5019728,201.45735097,218.17624364,202.07974642,218.85446159,202.59828927,219.08800612,15.59263336,10.41003213,12.40209503,2.74463684,13.50179419,0.65300413,19.0331652,201.69125117,218.31697056,2.97545569,14.90609804,0.63545403,0.50437216,10.6111757,3444.59545898,4.88583958,7.5073257,9.59555759,11.64272814,13.68269889,16.01380648,18.85641684,22.78750911,29.17942646,27.60305089,0.4822116,0.32890498,0.20821172,4.596E-05,0.11883682,0.02657898,0.18468207,0.11816044,2.44771352,0.0098063,0.62307857,0.72052881,-1.16773211,1.55670153,0.5760157,0.71038832,-0.38562888,1.63891267,0,1
55,2MASXJ10280313-3526317_R_450px                    ,450,450,4.28766395,0.77781746,-0.0021848,0.05585726,244.50181083,265.50089753,243.60846501,262.90623425,247.6482102,269.74884357,247.07906765,268.80644236,15.25995343,5.58526812,60.00638787,4.97141763,11.00000238,0.49994305,66.39588777,247.31297012,268.97228484,217.75906316,2.79242334,21.00000176,0.07629505,9.20884915,3238.828125,5.27130556,6.25365231,6.7448932,7.18345239,7.64700148,8.25306579,9.0002407,9.53876712,10.20615822,6.92725685,0.18335851,0.12537112,0.00152222,1.69E-05,0.33816229,0.00606452,0.99853693,0.01973481,39.61376548,0.00067228,0.16965926,0.77396055,-inf,1.58328944,0.10679715,0.44542263,-0.02637698,1.57300008,72,2
63,2MASXJ10292838-3440214_R_450px                    ,450,450,2.36967407,0.77781746,-0.00672966,0.0744973,219.50167683,222.50046929,219.00662475,224.66068891,218.7353233,225.92624806,219.4692188,226.28728578,3.8128376,3.12141402,147.89095178,1.8471585,6.80425065,1.22847763,38.60259433,218.2709558,225.37840146,0.80764114,10.79459926,3.34029671,0.6637818,152.82051892,1020.70300293,1.90306863,3.15249382,4.30732899,5.55596261,6.98586447,8.84232641,11.42295741,15.17845369,21.32958946,15.59320692,0.68257329,0.48476234,0.15760835,7.29E-05,0.05187345,0.00047148,0.99980494,0.08047594,14.21271914,0.00142189,0.38625009,0.71322197,-inf,1.57061535,0.06367588,0.47139871,0.65708727,0.88262049,64,0
74,2MASXJ10302530-3533483_R_450px                    ,450,450,4.31756213,0.77781746,-0.00946615,0.04428521,216.5017322,225.50188059,217.15131685,226.41224172,218.14837718,226.38496284,216.87696288,227.76245442,10.83217091,6.2926518,138.14311865,0.69706588,23.66047071,1.04906207,9.6604332,217.50739652,226.12722556,0.95979359,25.40979233,0.80844958,0.36780151,138.35477895,2733.59179688,7.13725685,11.47103243,15.09576773,18.51495055,22.38454756,27.00855774,33.07256878,42.06607143,56.85682696,46.49088772,0.56432945,0.4048343,0.16955303,1.62E-05,0.17641533,0.00749411,0.98332693,0.09276943,2.40553562,0.00837723,0.22738956,0.71714638,-inf,1.57881583,0.15757222,0.57980754,0.22005279,2.66344303,0,0
86,2MASXJ10344507-3528144_R_450px                    ,450,450,4.31756213,0.77781746,-0.00341411,0.04256372,296.50007255,173.50143027,295.09210293,173.12125583,301.35762249,176.43813535,302.4694055,183.94133432,11.88864975,3.84346039,29.00523628,2.1625063,6.99997709,26.24080785,272.89845307,302.12812005,175.68342437,23.98695584,16.54453481,21.0000027,0.00721712,164.31578062,2735.61694336,4.34047855,4.757429,5.17750384,5.63636873,6.02748297,6.34362476,6.64398618,6.97679523,7.4639029,4.90350125,0.16628366,0.09282999,0.00037695,1.461E-05,-0.0003548,3.29E-06,0.91368938,0,29.74187704,0.00048265,0.18471363,0.98977523,-inf,1.57507196,0.06388826,0.12013515,-0.21055824,4.02441476,104,2
98,2MASXJ10370719-2752211_R_450px                    ,450,450,3.34190898,0.77781746,-0.0084456,0.05757034,219.50072776,225.50126074,219.84674816,226.17941283,220.27645721,226.37918193,220.76032653,226.26797011,11.7985643,10.71841201,20.32441165,0.39120312,21.33554865,2.81309971,11.30389084,219.99999563,225.99999917,0.42569905,18.9508998,2.71631841,1.00007163,51.64628103,2254.87695312,2.84247321,5.22087184,7.84048844,10.42348644,13.16269926,16.55690332,20.58392729,25.83125701,33.75279761,32.36055263,0.69440251,0.40896482,0.28066378,2.552E-05,0.1384872,0.01417779,0.99729064,0.25021435,2.35264227,0.01008544,0.30883016,0.79055914,-inf,1.57481555,0.14430446,0.37553335,0.57448384,1.49597584,0,0
109,2MFGC8182_R_450px                                 ,450,450,2.90054396,0.77781746,-0.00146933,0.11779881,225.50135376,227.50102149,226.26859233,227.80013056,225.63672622,228.10962004,226.90611653,228.3185579,15.22680476,8.40489146,29.47030884,0.89964164,16.88106162,0.76127565,15.63124239,227.77922742,229.92182398,1.36754264,17.94072687,0.57939149,0.32634213,35.20690339,1656.13330078,6.07275221,9.68059191,12.47654073,14.60239952,16.47623947,19.75760131,24.09012734,30.59763003,42.32071008,33.84484468,0.49978588,0.40969485,0.32754339,7.11E-05,0.23548429,0.03315407,0.86318232,0.13041781,2.43310671,0.02033691,0.54225888,0.69082302,-0.53093497,1.55899827,0.24388729,0.48220303,0.71732121,3.05339374,0,0
125,6dFGSgJ040053.2-351416_R_450px                    ,450,450,4.00224165,0.77781746,0.00160211,0.11692774,222.50090078,218.50125025,250.60540497,221.25673665,303.03212283,210.45464806,227.70499341,217.10467709,42.77994433,11.79245115,5.82522836,0.37884725,62.99941897,0.49999723,36.91106293,222.51739965,222.63950958,1.16716387,22.61999752,0.89238675,0.44701695,138.32443165,4686.44677734,28.20556804,36.81222837,46.17304138,56.91657698,60.28702363,61.51523746,63.71652732,73.96904865,86.53347015,78.79331397,0.30305793,0.15696028,0.5199169,2.494E-05,0.4800831,0.15366875,1.00023218,0.6554557,35.83966653,0.03722261,0.3285261,0.7980449,0.01072235,1.58355717,0.40342453,0.38552797,0.62620156,2.64173398,64,4
134,6dFGSgJ040520.4-364859_R_450px                    ,450,450,5.48928517,0.77781746,-0.01081682,0.12693192,216.50200142,220.50117209,217.66155439,220.95193558,217.64955329,221.76506664,215.79262138,222.3709032,11.07143957,9.55283985,113.22747898,0.50082856,13.42415539,1.04195922,5.50943966,217.33058704,221.21801413,0.52249951,14.63390758,1.10813388,0.67515926,116.39332622,903.52258301,4.16843722,6.38307323,8.37558141,10.47644469,13.02404024,15.57610644,18.14749797,21.79470097,27.10783704,27.45612881,0.53332109,0.31834914,0.58679548,0.00014043,0.17229805,0.00234773,1.00033986,0.31250199,4.53117899,0.00065716,0.39247373,0.6696139,-inf,1.57988124,0.36665435,0.75768401,-0.09815614,2.49631288,0,2
147,6dFGSgJ103416.6-283406_R_450px                    ,450,450,3.34190898,0.77781746,-0.00463828,0.05942032,236.50005684,223.50173819,236.43876373,224.41485764,236.9049849,224.44821965,237.64753337,225.12074122,10.18621954,8.04609767,160.10153864,1.35996987,10.43383881,0.77499376,8.26695061,236.44681496,223.45253171,1.28046068,10.75011343,0.93801257,0.74970978,163.25463951,1291.31787109,3.60610527,5.49283955,7.09945125,8.85430132,10.66569794,12.61094652,15.07917804,18.38805383,23.72982737,22.5998893,0.52473885,0.3473053,0.20818027,4.599E-05,0.16765727,0.02054495,0.9888096,0.14844399,4.04946355,0.00300425,0.33103076,0.76058674,-inf,1.57131188,0.08106823,0.62128305,0.08043593,1.4931446,0,0
157,6dFGSgJ103645.4-281005_R_450px                    ,450,450,3.34190898,0.77781746,-0.00208254,0.05705934,314.5001987,240.5019611,314.72323251,241.23799961,315.1278506,241.81534618,317.85817096,241.70916758,3.33737416,3.02636013,23.28772085,15.8213838,2.83507029,0.5000036,11.56987013,315.00010852,241.48311089,181.92015232,1.34849709,21.00001202,0.04739064,89.81156995,3028.23657227,1,1,1,1.05481422,1.26204595,1.50610624,1.80836331,2.21958139,2.92609229,2.72392469,0.34627107,0.36521285,0.00056696,1.799E-05,0.04216559,0.00031679,0.89812991,0,28.23456415,0,,0.74229984,-inf,1.57030806,0.03554626,0.40842319,0.27399288,0.14825933,73,3
168,6dFGSgJ103650.7-260919_R_450px                    ,450,450,3.00572365,0.77781746,-0.00238867,0.10976619,265.50184133,165.50215626,259.4093172,177.2444034,273.10764378,170.70875895,266.28201498,167.64153916,27.7881338,4.67513872,122.78694409,0.40460798,24.99999395,2.00249956,185.68913141,266.99999629,165.00000595,0.99084972,14.33292697,3.79151142,0.45316963,135.7898735,5455.01953125,13.55648233,14.65242696,15.10907439,15.38792942,15.65336613,15.9952744,17.57471355,18.70853511,21.08922115,13.97080526,0.10613022,0.1294528,0.0197505,1.999E-05,0.96310524,0.02052526,1.00081041,0.05854443,94.68836448,0.00121365,0.30075021,0.61857908,-inf,1.5598367,0.24113733,0.58392928,0.00380402,6.77296077,80,1
176,6dFGSgJ103719.9-281420_R_450px                    ,450,450,3.34190898,0.77781746,-0.00989222,0.05628741,170.50041047,141.50104165,170.81116884,141.67393368,171.2836851,142.20796231,171.28671418,142.12135552,2.340456,2.09809282,143.84652932,3.73367228,2.81349228,0.49999995,10.59073671,170.9480761,141.86453571,12.0154094,0.99999492,17.45967423,0.98369112,1.24131625,688.53277588,1,1,1,1.03755011,1.25706338,1.51585788,1.83666555,2.27285086,3.00819503,2.72739718,0.35657094,0.37894881,0.00769256,7.972E-05,0.95409794,0.00120741,0.98492805,0.00362677,13.03864167,0,,0.77101248,-inf,1.56373464,0.03176665,0.45576944,0.24424933,0.15772662,73,3
181,ESO35710_R_450px                                  ,450,450,6.18226999,0.77781746,0.00202136,0.14174178,214.50024025,218.5002854,214.50330222,218.73357712,215.62216386,217.7717243,217.28070099,218.90911116,13.62156964,9.83663494,115.2791325,0.04812985,65.57016129,2.39024323,8.53340473,214.94196612,217.25320502,0.12688032,39.35640617,1.48997678,0.57920281,113.08471203,1347.81774902,8.22850413,13.81601465,19.16233085,24.55945229,29.90056752,34.99742813,40.75446693,48.06769614,57.06555429,65.84771034,0.54147052,0.28069461,1.0330832,0.00010515,0.08736753,0.00064562,1.00038472,0.55016251,0.35432032,0.00108666,0.34812606,0.59322214,-inf,1.59148944,0.49589344,0.77527075,0.09151027,2.53874647,0,0
193,ESO35717_R_450px                                  ,450,450,4.29972048,0.77781746,-0.00268719,0.18827888,232.50047049,228.50185656,231.11385142,229.1278485,234.41014974,230.1527504,228.46958279,228.87173466,21.0712294,8.27430192,2.54951728,0.68562389,27.90374776,1.17654083,6.98837266,234.03608215,229.5877252,0.75065877,33.03756539,1.26695029,0.24100622,0.93802889,2467.63427734,7.84895632,12.54008447,16.69198259,21.10823872,25.85943097,31.10092582,36.93090172,43.81581357,54.16712032,52.46636098,0.54333042,0.32111678,0.49643707,7.628E-05,0.1484105,0.0205601,0.96725239,0.25366561,2.89971289,0.019756,0.42076619,0.64989082,-0.45446077,1.56414282,0.32302473,0.75852689,-0.34665828,3.27777377,0,2
209,ESO35727_R_450px                                  ,450,450,4.88064179,0.77781746,-0.01685052,0.2073697,216.50122259,234.50185783,217.9249801,235.39109599,217.91720393,235.96593283,220.23304526,235.34636595,28.86526006,15.03647183,173.70387049,2.10156614,29.07011773,1.13570717,6.52208757,217.54617191,235.38806578,2.26345111,32.18510262,1.12351017,0.38639916,175.61640264,11638.99316406,8.71933292,13.95855241,18.74648169,23.49054439,28.62846895,34.75428571,42.85474455,54.39734897,73.754736,61.0550141,0.59073735,0.41099179,0.28712824,1.781E-05,0.09470054,0.02766481,0.60550742,0.14000546,2.74938814,0.04070252,0.43877043,0.70076022,-1.64654298,1.56971311,0.2085159,0.63380032,0.45304796,1.47420593,0,0
